,KeyDATRegion,DATSuperRegion,DATRegion,DATCityState,DATCity,DATState,DAT3Zip,DAT3ZipRef,DATCountry
0,1,Southeast,AL_BIR,"Birmingham, AL",Birmingham,AL,350,352,USA
1,2,Southeast,AL_BIR,"Birmingham, AL",Birmingham,AL,351,352,USA
2,3,Southeast,AL_BIR,"Birmingham, AL",Birmingham,AL,352,352,USA
3,4,Southeast,AL_BIR,"Birmingham, AL",Birmingham,AL,354,352,USA
4,5,Southeast,AL_BIR,"Birmingham, AL",Birmingham,AL,362,352,USA
5,6,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,355,356,USA
6,7,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,356,356,USA
7,8,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,357,356,USA
8,9,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,358,356,USA
9,10,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,384,356,USA
10,11,Southeast,AL_DEC,"Decatur, AL",Decatur,AL,388,356,USA
11,12,Florida-So Georgia,AL_MOB,"Mobile, AL",Mobile,AL,325,366,USA
12,13,Southeast,AL_MOB,"Mobile, AL",Mobile,AL,364,366,USA
13,14,Southeast,AL_MOB,"Mobile, AL",Mobile,AL,365,366,USA
14,15,Southeast,AL_MOB,"Mobile, AL",Mobile,AL,366,366,USA
15,16,Southeast,AL_MOB,"Mobile, AL",Mobile,AL,394,366,USA
16,17,Southeast,AL_MOB,"Mobile, AL",Mobile,AL,395,366,USA
17,18,Florida-So Georgia,AL_MON,"Montgomery, AL",Montgomery,AL,318,361,USA
18,19,Florida-So Georgia,AL_MON,"Montgomery, AL",Montgomery,AL,319,361,USA
19,20,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,360,361,USA
20,21,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,361,361,USA
21,22,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,363,361,USA
22,23,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,367,361,USA
23,24,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,368,361,USA
24,25,Southeast,AL_MON,"Montgomery, AL",Montgomery,AL,369,361,USA
25,26,South Central,AR_FAY,"Fayetteville, AR",Fayetteville,AR,726,727,USA
26,27,South Central,AR_FAY,"Fayetteville, AR",Fayetteville,AR,727,727,USA
27,28,South Central,AR_FAY,"Fayetteville, AR",Fayetteville,AR,729,727,USA
28,29,South Central,AR_FAY,"Fayetteville, AR",Fayetteville,AR,749,727,USA
29,30,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,716,722,USA
30,31,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,717,722,USA
31,32,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,719,722,USA
32,33,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,720,722,USA
33,34,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,721,722,USA
34,35,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,722,722,USA
35,36,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,725,722,USA
36,37,South Central,AR_LIT,"Little Rock, AR",Little Rock,AR,728,722,USA
37,38,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,855,860,USA
38,39,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,859,860,USA
39,40,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,860,860,USA
40,41,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,863,860,USA
41,42,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,864,860,USA
42,43,Lower Mountain,AZ_FLA,"Flagstaff, AZ",Flagstaff,AZ,865,860,USA
43,44,Lower Mountain,AZ_PHO,"Phoenix, AZ",Phoenix,AZ,850,850,USA
44,45,Lower Mountain,AZ_PHO,"Phoenix, AZ",Phoenix,AZ,851,850,USA
45,46,Lower Mountain,AZ_PHO,"Phoenix, AZ",Phoenix,AZ,852,850,USA
46,47,Lower Mountain,AZ_PHO,"Phoenix, AZ",Phoenix,AZ,853,850,USA
47,48,Lower Mountain,AZ_TUC,"Tucson, AZ",Tucson,AZ,856,857,USA
48,49,Lower Mountain,AZ_TUC,"Tucson, AZ",Tucson,AZ,857,857,USA
49,50,California,CA_FRS,"Fresno, CA",Fresno,CA,931,937,USA
50,51,California,CA_FRS,"Fresno, CA",Fresno,CA,932,937,USA
51,52,California,CA_FRS,"Fresno, CA",Fresno,CA,933,937,USA
52,53,California,CA_FRS,"Fresno, CA",Fresno,CA,934,937,USA
53,54,California,CA_FRS,"Fresno, CA",Fresno,CA,935,937,USA
54,55,California,CA_FRS,"Fresno, CA",Fresno,CA,936,937,USA
55,56,California,CA_FRS,"Fresno, CA",Fresno,CA,937,937,USA
56,57,California,CA_FRS,"Fresno, CA",Fresno,CA,938,937,USA
57,58,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,900,900,USA
58,59,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,901,900,USA
59,60,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,902,900,USA
60,61,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,903,900,USA
61,62,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,904,900,USA
62,63,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,905,900,USA
63,64,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,906,900,USA
64,65,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,907,900,USA
65,66,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,908,900,USA
66,67,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,910,900,USA
67,68,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,911,900,USA
68,69,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,912,900,USA
69,70,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,913,900,USA
70,71,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,914,900,USA
71,72,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,915,900,USA
72,73,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,916,900,USA
73,74,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,918,900,USA
74,75,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,926,900,USA
75,76,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,927,900,USA
76,77,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,928,900,USA
77,78,California,CA_LAX,"Los Angeles, CA",Los Angeles,CA,930,900,USA
78,79,California,CA_ONT,"Ontario, CA",Ontario,CA,917,917,USA
79,80,California,CA_ONT,"Ontario, CA",Ontario,CA,922,917,USA
80,81,California,CA_ONT,"Ontario, CA",Ontario,CA,923,917,USA
81,82,California,CA_ONT,"Ontario, CA",Ontario,CA,924,917,USA
82,83,California,CA_ONT,"Ontario, CA",Ontario,CA,925,917,USA
83,84,California,CA_SDI,"San Diego, CA",San Diego,CA,919,921,USA
84,85,California,CA_SDI,"San Diego, CA",San Diego,CA,920,921,USA
85,86,California,CA_SDI,"San Diego, CA",San Diego,CA,921,921,USA
86,87,California,CA_SFR,"San Francisco, CA",San Francisco,CA,939,941,USA
87,88,California,CA_SFR,"San Francisco, CA",San Francisco,CA,940,941,USA
88,89,California,CA_SFR,"San Francisco, CA",San Francisco,CA,941,941,USA
89,90,California,CA_SFR,"San Francisco, CA",San Francisco,CA,945,941,USA
90,91,California,CA_SFR,"San Francisco, CA",San Francisco,CA,946,941,USA
91,92,California,CA_SFR,"San Francisco, CA",San Francisco,CA,947,941,USA
92,93,California,CA_SFR,"San Francisco, CA",San Francisco,CA,948,941,USA
93,94,California,CA_SFR,"San Francisco, CA",San Francisco,CA,949,941,USA
94,95,California,CA_SFR,"San Francisco, CA",San Francisco,CA,950,941,USA
95,96,California,CA_SFR,"San Francisco, CA",San Francisco,CA,951,941,USA
96,97,California,CA_SFR,"San Francisco, CA",San Francisco,CA,954,941,USA
97,98,California,CA_STK,"Stockton, CA",Stockton,CA,942,952,USA
98,99,California,CA_STK,"Stockton, CA",Stockton,CA,943,952,USA
99,100,California,CA_STK,"Stockton, CA",Stockton,CA,944,952,USA
100,101,California,CA_STK,"Stockton, CA",Stockton,CA,952,952,USA
101,102,California,CA_STK,"Stockton, CA",Stockton,CA,953,952,USA
102,103,California,CA_STK,"Stockton, CA",Stockton,CA,956,952,USA
103,104,California,CA_STK,"Stockton, CA",Stockton,CA,957,952,USA
104,105,California,CA_STK,"Stockton, CA",Stockton,CA,958,952,USA
105,106,California,CA_STK,"Stockton, CA",Stockton,CA,959,952,USA
106,107,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,800,802,USA
107,108,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,801,802,USA
108,109,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,802,802,USA
109,110,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,803,802,USA
110,111,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,804,802,USA
111,112,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,805,802,USA
112,113,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,806,802,USA
113,114,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,808,802,USA
114,115,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,809,802,USA
115,116,Lower Mountain,CO_DEN,"Denver, CO",Denver,CO,810,802,USA
116,117,Upper Mountain,CO_DEN,"Denver, CO",Denver,CO,820,802,USA
117,118,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,812,815,USA
118,119,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,813,815,USA
119,120,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,814,815,USA
120,121,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,815,815,USA
121,122,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,816,815,USA
122,123,Lower Mountain,CO_GRA,"Grand Jct, CO",Grand Jct,CO,845,815,USA
123,124,New England,CT_HAR,"Hartford, CT",Hartford,CT,60,61,USA
124,125,New England,CT_HAR,"Hartford, CT",Hartford,CT,61,61,USA
125,126,New England,CT_HAR,"Hartford, CT",Hartford,CT,62,61,USA
126,127,New England,CT_HAR,"Hartford, CT",Hartford,CT,63,61,USA
127,128,New England,CT_HAR,"Hartford, CT",Hartford,CT,64,61,USA
128,129,New England,CT_HAR,"Hartford, CT",Hartford,CT,65,61,USA
129,130,New England,CT_HAR,"Hartford, CT",Hartford,CT,66,61,USA
130,131,New England,CT_HAR,"Hartford, CT",Hartford,CT,67,61,USA
131,132,New England,CT_HAR,"Hartford, CT",Hartford,CT,68,61,USA
132,133,New England,CT_HAR,"Hartford, CT",Hartford,CT,69,61,USA
133,134,Upper Atlantic,CT_HAR,"Hartford, CT",Hartford,CT,105,61,USA
134,135,Upper Atlantic,CT_HAR,"Hartford, CT",Hartford,CT,106,61,USA
135,136,Upper Atlantic,CT_HAR,"Hartford, CT",Hartford,CT,107,61,USA
136,137,Upper Atlantic,CT_HAR,"Hartford, CT",Hartford,CT,108,61,USA
137,138,Upper Atlantic,CT_HAR,"Hartford, CT",Hartford,CT,109,61,USA
138,139,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,200,223,USA
139,140,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,201,223,USA
140,141,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,202,223,USA
141,142,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,203,223,USA
142,143,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,204,223,USA
143,144,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,205,223,USA
144,145,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,206,223,USA
145,146,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,220,223,USA
146,147,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,221,223,USA
147,148,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,222,223,USA
148,149,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,223,223,USA
149,150,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,227,223,USA
150,151,Lower Atlantic,VA_ALE,"Alexandria, VA",Alexandria,VA,569,223,USA
151,152,Carolinas,NC_GRE,"Greensboro, NC",Greensboro,NC,270,274,USA
152,153,Carolinas,NC_GRE,"Greensboro, NC",Greensboro,NC,271,274,USA
153,154,Carolinas,NC_GRE,"Greensboro, NC",Greensboro,NC,272,274,USA
154,155,Carolinas,NC_GRE,"Greensboro, NC",Greensboro,NC,273,274,USA
155,156,Carolinas,NC_GRE,"Greensboro, NC",Greensboro,NC,274,274,USA
156,157,Florida-So Georgia,FL_JAX,"Jacksonville, FL",Jacksonville,FL,320,322,USA
157,158,Florida-So Georgia,FL_JAX,"Jacksonville, FL",Jacksonville,FL,321,322,USA
158,159,Florida-So Georgia,FL_JAX,"Jacksonville, FL",Jacksonville,FL,322,322,USA
159,160,Florida-So Georgia,FL_JAX,"Jacksonville, FL",Jacksonville,FL,326,322,USA
160,161,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,327,338,USA
161,162,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,328,338,USA
162,163,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,329,338,USA
163,164,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,335,338,USA
164,165,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,336,338,USA
165,166,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,337,338,USA
166,167,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,338,338,USA
167,168,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,342,338,USA
168,169,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,344,338,USA
169,170,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,346,338,USA
170,171,Florida-So Georgia,FL_LAK,"Lakeland, FL",Lakeland,FL,347,338,USA
171,172,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,330,331,USA
172,173,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,331,331,USA
173,174,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,332,331,USA
174,175,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,333,331,USA
175,176,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,334,331,USA
176,177,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,339,331,USA
177,178,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,341,331,USA
178,179,Florida-So Georgia,FL_MIA,"Miami, FL",Miami,FL,349,331,USA
179,180,Florida-So Georgia,FL_TAL,"Tallahassee, FL",Tallahassee,FL,323,323,USA
180,181,Florida-So Georgia,FL_TAL,"Tallahassee, FL",Tallahassee,FL,324,323,USA
181,182,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,300,303,USA
182,183,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,301,303,USA
183,184,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,302,303,USA
184,185,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,303,303,USA
185,186,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,305,303,USA
186,187,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,306,303,USA
187,188,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,311,303,USA
188,189,Southeast,GA_ATL,"Atlanta, GA",Atlanta,GA,399,303,USA
189,190,Southeast,GA_MAC,"Macon, GA",Macon,GA,310,312,USA
190,191,Southeast,GA_MAC,"Macon, GA",Macon,GA,312,312,USA
191,192,Carolinas,GA_SAV,"Savannah, GA",Savannah,GA,299,314,USA
192,193,Southeast,GA_SAV,"Savannah, GA",Savannah,GA,304,314,USA
193,194,Florida-So Georgia,GA_SAV,"Savannah, GA",Savannah,GA,313,314,USA
194,195,Florida-So Georgia,GA_SAV,"Savannah, GA",Savannah,GA,314,314,USA
195,196,Florida-So Georgia,GA_SAV,"Savannah, GA",Savannah,GA,315,314,USA
196,197,Florida-So Georgia,GA_TIF,"Tifton, GA",Tifton,GA,316,317,USA
197,198,Florida-So Georgia,GA_TIF,"Tifton, GA",Tifton,GA,317,317,USA
198,199,Florida-So Georgia,GA_TIF,"Tifton, GA",Tifton,GA,398,317,USA
199,200,Upper Midwest,IA_CED,"Cedar Rapids, IA",Cedar Rapids,IA,522,524,USA
200,201,Upper Midwest,IA_CED,"Cedar Rapids, IA",Cedar Rapids,IA,523,524,USA
201,202,Upper Midwest,IA_CED,"Cedar Rapids, IA",Cedar Rapids,IA,524,524,USA
202,203,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,500,503,USA
203,204,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,501,503,USA
204,205,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,502,503,USA
205,206,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,503,503,USA
206,207,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,504,503,USA
207,208,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,505,503,USA
208,209,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,508,503,USA
209,210,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,509,503,USA
210,211,Upper Midwest,IA_DES,"Des Moines, IA",Des Moines,IA,514,503,USA
211,212,Upper Midwest,IA_DUB,"Dubuque, IA",Dubuque,IA,506,520,USA
212,213,Upper Midwest,IA_DUB,"Dubuque, IA",Dubuque,IA,507,520,USA
213,214,Upper Midwest,IA_DUB,"Dubuque, IA",Dubuque,IA,520,520,USA
214,215,Upper Midwest,IA_DUB,"Dubuque, IA",Dubuque,IA,521,520,USA
215,216,Great Lakes,IA_DUB,"Dubuque, IA",Dubuque,IA,538,520,USA
216,217,Upper Mountain,ID_TWI,"Twin Falls, ID",Twin Falls,ID,832,833,USA
217,218,Upper Mountain,ID_TWI,"Twin Falls, ID",Twin Falls,ID,833,833,USA
218,219,Upper Mountain,ID_TWI,"Twin Falls, ID",Twin Falls,ID,834,833,USA
219,220,Upper Mountain,ID_TWI,"Twin Falls, ID",Twin Falls,ID,836,833,USA
220,221,Upper Mountain,ID_TWI,"Twin Falls, ID",Twin Falls,ID,837,833,USA
221,222,Pacific Northwest,ID_TWI,"Twin Falls, ID",Twin Falls,ID,979,833,USA
222,223,Great Lakes,IL_BLO,"Bloomington, IL",Bloomington,IL,609,617,USA
223,224,Great Lakes,IL_BLO,"Bloomington, IL",Bloomington,IL,615,617,USA
224,225,Great Lakes,IL_BLO,"Bloomington, IL",Bloomington,IL,616,617,USA
225,226,Great Lakes,IL_BLO,"Bloomington, IL",Bloomington,IL,617,617,USA
226,227,Great Lakes,IL_BLO,"Bloomington, IL",Bloomington,IL,618,617,USA
227,228,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,600,606,USA
228,229,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,601,606,USA
229,230,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,602,606,USA
230,231,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,603,606,USA
231,232,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,606,606,USA
232,233,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,607,606,USA
233,234,Great Lakes,IL_CHI,"Chicago, IL",Chicago,IL,608,606,USA
234,235,Great Lakes,IL_JOL,"Joliet, IL",Joliet,IL,604,604,USA
235,236,Great Lakes,IL_JOL,"Joliet, IL",Joliet,IL,605,604,USA
236,237,Ohio River,IL_QUI,"Quincy, IL",Quincy,IL,623,623,USA
237,238,Lower Midwest,IL_QUI,"Quincy, IL",Quincy,IL,634,623,USA
238,239,Lower Midwest,IL_QUI,"Quincy, IL",Quincy,IL,635,623,USA
239,240,Great Lakes,IL_RFD,"Rockford, IL",Rockford,IL,610,611,USA
240,241,Great Lakes,IL_RFD,"Rockford, IL",Rockford,IL,611,611,USA
241,242,Upper Midwest,IL_ROC,"Rock Island, IL",Rock Island,IL,525,612,USA
242,243,Upper Midwest,IL_ROC,"Rock Island, IL",Rock Island,IL,526,612,USA
243,244,Upper Midwest,IL_ROC,"Rock Island, IL",Rock Island,IL,527,612,USA
244,245,Upper Midwest,IL_ROC,"Rock Island, IL",Rock Island,IL,528,612,USA
245,246,Great Lakes,IL_ROC,"Rock Island, IL",Rock Island,IL,612,612,USA
246,247,Great Lakes,IL_ROC,"Rock Island, IL",Rock Island,IL,613,612,USA
247,248,Great Lakes,IL_ROC,"Rock Island, IL",Rock Island,IL,614,612,USA
248,249,Ohio River,IL_TAY,"Taylorville, IL",Taylorville,IL,625,625,USA
249,250,Ohio River,IL_TAY,"Taylorville, IL",Taylorville,IL,626,625,USA
250,251,Ohio River,IL_TAY,"Taylorville, IL",Taylorville,IL,627,625,USA
251,252,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,423,477,USA
252,253,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,424,477,USA
253,254,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,475,477,USA
254,255,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,476,477,USA
255,256,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,477,477,USA
256,257,Ohio River,IN_EVA,"Evansville, IN",Evansville,IN,628,477,USA
257,258,Great Lakes,IN_FTW,"Ft Wayne, IN",Ft Wayne,IN,467,468,USA
258,259,Great Lakes,IN_FTW,"Ft Wayne, IN",Ft Wayne,IN,468,468,USA
259,260,Great Lakes,IN_FTW,"Ft Wayne, IN",Ft Wayne,IN,469,468,USA
260,261,Great Lakes,IN_GRY,"Gary, IN",Gary,IN,463,464,USA
261,262,Great Lakes,IN_GRY,"Gary, IN",Gary,IN,464,464,USA
262,263,Great Lakes,IN_IND,"Indianapolis, IN",Indianapolis,IN,460,462,USA
263,264,Great Lakes,IN_IND,"Indianapolis, IN",Indianapolis,IN,461,462,USA
264,265,Great Lakes,IN_IND,"Indianapolis, IN",Indianapolis,IN,462,462,USA
265,266,Ohio River,IN_IND,"Indianapolis, IN",Indianapolis,IN,472,462,USA
266,267,Ohio River,IN_IND,"Indianapolis, IN",Indianapolis,IN,473,462,USA
267,268,Ohio River,IN_IND,"Indianapolis, IN",Indianapolis,IN,474,462,USA
268,269,Great Lakes,IN_IND,"Indianapolis, IN",Indianapolis,IN,479,462,USA
269,270,Great Lakes,IN_SBD,"South Bend, IN",South Bend,IN,465,466,USA
270,271,Great Lakes,IN_SBD,"South Bend, IN",South Bend,IN,466,466,USA
271,272,Great Lakes,IN_SBD,"South Bend, IN",South Bend,IN,491,466,USA
272,273,Ohio River,IN_TER,"Terre Haute, IN",Terre Haute,IN,478,478,USA
273,274,Ohio River,IN_TER,"Terre Haute, IN",Terre Haute,IN,619,478,USA
274,275,Ohio River,IN_TER,"Terre Haute, IN",Terre Haute,IN,624,478,USA
275,276,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,668,675,USA
276,277,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,669,675,USA
277,278,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,670,675,USA
278,279,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,671,675,USA
279,280,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,672,675,USA
280,281,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,673,675,USA
281,282,Lower Midwest,KS_HUT,"Hutchinson, KS",Hutchinson,KS,674,675,USA
